标题,总价,单价,面积,户型,楼层,建成年份,小区,区域,标签,链接,关注人数,发布时间
"龙湖品质 清水大3房 主卧带书房 采光好 配套成熟","150万","12,196元/平","123平米","4室2厅","低楼层                                     (共33层)","2010年","江与城北区二组团","重庆渝北","近地铁;VR看装修;随时看房","https://cq.ke.com/ershoufang/106121173190.html","18人关注","8月前发布"
"大竹林龙湖清水4房  安心出  便利生活","145万","10,187元/平","142.35平米","4室2厅","中楼层                                     (共33层)","2010年","江与城北区二组团","重庆渝北","近地铁;满五年;VR看装修;随时看房","https://cq.ke.com/ershoufang/106119184191.html","25人关注","1年前发布"
"江与城 精装4房 安心卖  价格可聊 横厅","145万","10,876元/平","133.33平米","4室2厅","低楼层                                     (共33层)","2010年","江与城北区二组团","重庆渝北","近地铁;满五年;VR看装修;随时看房","https://cq.ke.com/ershoufang/106118439202.html","46人关注","1年前发布"
"龙湖品质楼盘，视野好，采光充足，户型方正","150万","12,000元/平","125平米","高楼层                                     (共27层)                                                                   4室1厅","未知","未知","新江与城悠澜","重庆渝北","VR房源;随时看房","https://cq.ke.com/ershoufang/106118269459.html","3人关注","1年前发布"
"江与城 三房双卫  清水 装修设计更贴心","139万","10,571元/平","131.5平米","4室1厅","高楼层                                     (共33层)","2010年","江与城北区二组团","重庆渝北","近地铁;满五年;VR房源;随时看房","https://cq.ke.com/ershoufang/106117925895.html","23人关注","1年前发布"
"业主诚心出售，近商圈，近轻轨，朝中庭，居家安静","139万","9,827元/平","141.46平米","4室1厅","高楼层                                     (共33层)","2010年","江与城北区二组团","重庆渝北","近地铁;VR看装修;随时看房","https://cq.ke.com/ershoufang/106117050048.html","22人关注","1年前发布"
"新江与城龙湖悠澜 四房双卫 高楼层 采光好 视野无遮挡","145万","11,616元/平","124.83平米","4室2厅","高楼层                                     (共31层)","2018年","新江与城悠澜","重庆渝北","满五年;VR看装修;随时看房","https://cq.ke.com/ershoufang/106110590177.html","42人关注","3年前发布"
"照母山下，九曲河畔，光电园北环，大竹林轻轨站旁","148万","11,840元/平","125平米","中楼层                                     (共31层)                                                                   4室1厅","未知","未知","新江与城悠澜","重庆渝北","VR房源;随时看房","https://cq.ke.com/ershoufang/106110409478.html","16人关注","3年前发布"
"龙湖品质 ，户型方正，中间楼层房子安静","133万","10,153元/平","131平米","4室2厅","中楼层                                     (共33层)","2010年","江与城北区二组团","重庆渝北","近地铁;VR看装修;随时看房","https://cq.ke.com/ershoufang/106104022375.html","33人关注","5年前发布"
"融创现代风精装 大平层 中户80平花园","238万","20,170元/平","118平米","低楼层                                     (共14层)                                                                   3室2厅","未知","未知","融创壹号院二期","重庆渝北","近地铁;VR房源;新上;随时看房","https://cq.ke.com/ershoufang/106124116426.html","0人关注","4天前发布"
"融创品质精装三房 带前后130平花园","260万","22,016元/平","118.1平米","低楼层                                     (共14层)                                                                   3室1厅","未知","未知","融创壹号院二期","重庆渝北","近地铁;VR房源;新上;随时看房","https://cq.ke.com/ershoufang/106124090904.html","1人关注","6天前发布"
"龙湖江与城A区 3室1厅 东南","185万","12,375元/平","149.5平米","3室1厅","中楼层                                     (共5层)","2008年","龙湖江与城A区","重庆渝北","满五年;VR房源","https://cq.ke.com/ershoufang/106123905547.html","4人关注","21天前发布"
"洋房精装带阁楼，绝美环境，楼下大草坪，远看山际线","238万","19,022元/平","125.12平米","3室2厅","高楼层                                     (共5层)","2008年","龙湖江与城二期纯小镇","重庆渝北","满五年;VR房源","https://cq.ke.com/ershoufang/106123848557.html","1人关注","25天前发布"
"龙湖江与城薇澜岸 3室1厅 东南","228万","17,405元/平","131平米","3室1厅","高楼层                                     (共26层)","2014年","龙湖江与城薇澜岸","重庆渝北","VR看装修;随时看房","https://cq.ke.com/ershoufang/106123776532.html","0人关注","1月前发布"
"大竹林 协信天骄公园 横厅精装洋房3室2厅 1梯2户","212万","16,783元/平","126.32平米","中楼层                                     (共5层)                                                                   3室1厅","未知","未知","天骄公园","重庆渝北","满两年;VR房源;随时看房","https://cq.ke.com/ershoufang/106123741861.html","2人关注","1月前发布"
"联排中户  安静宜居  便宜的一套","480万","14,546元/平","330平米","低楼层                                     (共3层)                                                                   3室1厅","未知","未知","新江与城天越","重庆渝北","VR房源;随时看房","https://cq.ke.com/ershoufang/106123721299.html","1人关注","1月前发布"
"端户大花园，全屋一线品牌装修，保养新","450万","26,426元/平","170.29平米","低楼层                                     (共8层)                                                                   3室2厅","未知","未知","壹江郡三期","重庆渝北","满两年;VR房源;随时看房","https://cq.ke.com/ershoufang/106123667478.html","19人关注","1月前发布"
"经典老洋房、精装顶跃，视野无遮挡，实得面积大","300万","22,319元/平","134.42平米","3室2厅","中楼层                                     (共5层)","2008年","龙湖江与城A区","重庆渝北","VR看装修","https://cq.ke.com/ershoufang/106123663835.html","0人关注","1月前发布"
"装修保养好，地势高一截。所以屋里采光很好。","248万","15,404元/平","161平米","3室2厅","中楼层                                     (共5层)","2008年","龙湖江与城二期纯小镇","重庆渝北","VR看装修","https://cq.ke.com/ershoufang/106123619070.html","1人关注","1月前发布"
"精装的电梯洋房，视野开阔，可拎包入住","260万","18,706元/平","139平米","3室2厅","中楼层                                     (共7层)","2008年","龙湖江与城海茨堡","重庆渝北","VR看装修;随时看房","https://cq.ke.com/ershoufang/106123554786.html","6人关注","1月前发布"
"龙湖薇澜岸 大三房，精装修保养好，视野开阔无遮挡","180万","14,517元/平","124平米","3室2厅","中楼层                                     (共26层)","2014年","龙湖江与城薇澜岸","重庆渝北","VR看装修","https://cq.ke.com/ershoufang/106123478449.html","2人关注","1月前发布"
"天骄洋房 中间楼层  树景房  朝公园 安静  诚心出售","165万","14,279元/平","115.56平米","3室1厅","中楼层                                     (共6层)","2018年","天骄公园","重庆渝北","近地铁;满五年;VR房源;随时看房","https://cq.ke.com/ershoufang/106123318961.html","35人关注","2月前发布"
"小区内圈 很安静 带车位 诚信卖房","235万","16,667元/平","141平米","3室2厅","中楼层                                     (共7层)","2008年","龙湖江与城海茨堡","重庆渝北","VR房源;随时看房","https://cq.ke.com/ershoufang/106123296424.html","18人关注","2月前发布"
